ApplicationDate,Age,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,LoanApproved
2031-11-03,25,494,Employed,Associate,2,24587,120,Married,1,Rent,915,0.2443052778700907,7,0,0.5330363090895662,0,Debt Consolidation,0,23,3,13168,847,14015,13529,0.8167589194267004,7,9533,0.3325869999999999,0.3562618813209792,752.4291634575343,0
2068-10-26,26,530,Employed,Bachelor,8,10644,84,Married,0,Other,1914,0.1363449388115961,4,1,0.087990980903275,0,Debt Consolidation,0,23,5,2299,2663,264517,17897,0.7213861214905425,6,246620,0.270644,0.2378829615073349,261.2263676410025,0
2024-05-12,60,602,Employed,Associate,34,16368,36,Married,5,Mortgage,447,0.5656528485295175,1,0,0.1729474966666872,1,Debt Consolidation,0,20,16,25368,508,104584,36595,0.6127387842706483,8,67989,0.200368,0.2076280077092291,614.6738879804095,0
2066-09-16,32,561,Employed,Master,11,16793,48,Married,1,Mortgage,580,0.0659180713289767,2,1,0.5285147530241858,0,Home,0,26,10,303,621,124397,27514,0.7443236369895899,6,96883,0.231293,0.2672193586597262,573.0566296663493,0
2071-06-08,46,486,Employed,Master,25,12015,48,Married,1,Mortgage,251,0.5911224419094547,3,1,0.1194922099400173,0,Debt Consolidation,0,20,20,4581,763,24913,17367,0.9511454431921198,7,7546,0.264015,0.3126944527107377,441.52791376219335,1
2039-11-30,48,623,Employed,Associate,27,11618,60,Married,3,Mortgage,379,0.1819714070582949,1,0,0.4477157823253727,0,Education,0,21,23,2074,1303,95052,27072,0.6578468745023093,7,67980,0.205118,0.1920050977453976,302.66056609594403,1
2057-12-12,23,516,Employed,High School,0,47550,84,Married,1,Rent,644,0.2056009469348726,1,0,0.0919530171642078,0,Home,0,26,19,5524,1293,397097,3450,0.9193038613944228,6,393647,0.31455,0.2591668189740549,1231.57697407842,0
2070-08-06,42,597,Employed,High School,18,33796,60,Married,2,Own,514,0.1433700136599381,6,1,0.1308043606784454,0,Home,0,32,26,1914,203,226480,36509,0.4991664774476888,6,189971,0.240296,0.1982578611339437,892.1144218608138,0
2047-06-03,39,545,Employed,Bachelor,16,26183,36,Married,0,Other,766,0.6552599034455062,3,2,0.377651238420029,0,Debt Consolidation,0,12,4,3343,1490,44783,11530,0.865459563568731,6,33253,0.238683,0.2304951301088533,1014.2124506805396,1
2026-09-10,27,556,Employed,High School,5,13973,24,Married,0,Rent,311,0.2230397253427946,4,1,0.2951365236392361,0,Other,0,30,17,895,152,93732,30732,0.7470944868258949,5,63000,0.210973,0.2133905386071669,720.3408340614872,0
2051-05-29,60,577,Self-Employed,Associate,37,36603,84,Married,2,Rent,362,0.162179109490652,1,4,0.0402945187042594,0,Auto,0,24,27,2884,285,110390,21381,0.9147473056753104,10,89009,0.273103,0.3187439893409129,1093.116799014643,0
2052-09-07,46,591,Employed,Bachelor,25,16961,72,Married,2,Mortgage,1093,0.2541281312068561,3,2,0.2392216029010019,0,Other,1,31,15,3919,242,119166,201810,0.862059743900774,4,9468,0.236461,0.2206298134193109,426.79854941342376,0
2039-06-23,35,469,Employed,Bachelor,15,13970,60,Married,3,Rent,1272,0.4050860571652112,3,1,0.6427892194614708,0,Auto,0,22,22,4592,317,122817,16716,0.5033155025852042,4,106101,0.28447,0.2936767211536142,446.566120022704,1
2030-08-25,38,618,Employed,Associate,13,18497,36,Married,1,Own,616,0.3452254119471238,1,0,0.3476739261971586,0,Home,0,22,12,1999,693,49639,19839,0.7950592573625854,4,29800,0.194497,0.2030250169579577,690.2691105187137,1
2022-04-23,23,591,Employed,Associate,0,14988,48,Divorced,1,Mortgage,1109,0.1660434333075261,2,2,0.166192344058963,0,Debt Consolidation,0,32,15,2478,779,29802,22544,0.793707358499275,4,7258,0.214488,0.1715904,433.713597314656,0
2045-02-22,47,523,Employed,Bachelor,23,14052,48,Married,0,Mortgage,385,0.0842518320767858,1,0,0.3967533475042125,0,Education,0,28,6,2875,4002,117758,11375,0.9602080077962096,5,106383,0.247552,0.2425249008138706,460.08465387233866,1
2037-02-25,36,528,Employed,Master,12,3961,84,Married,1,Mortgage,182,0.4042241308062327,1,1,0.2975653513838122,0,Home,0,25,18,18004,6371,122234,17118,0.7541221217188014,4,105116,0.264961,0.2786385101407579,107.62397950218462,1
2033-04-14,59,654,Employed,Bachelor,33,41908,60,Married,2,Own,561,0.0789606102278357,2,2,0.2152272147030151,0,Auto,0,22,27,538,1068,15189,4576,0.6266852086674656,4,10613,0.219908,0.2405785249828826,1207.015585708887,1
2057-04-22,40,539,Employed,Associate,17,15338,24,Married,2,Other,267,0.36279768259837,1,2,0.3253223814315828,0,Education,0,22,25,14629,1975,124035,44248,0.751273640990082,4,79787,0.2208379999999999,0.2459284569114432,815.4824061509984,0
2023-09-19,38,548,Self-Employed,High School,18,11151,48,Single,3,Rent,413,0.0876638890381437,2,3,0.3344300347078897,0,Debt Consolidation,0,28,24,2205,796,43095,37878,0.7996799649686132,8,5217,0.232151,0.2334132131447248,359.4944781651216,0
2068-05-31,23,543,Employed,Associate,0,15367,72,Married,0,Own,270,0.1028126239973045,4,0,0.0615035899671242,0,Other,0,23,7,1053,1000,134335,9383,0.6663014225455574,4,124952,0.2588669999999999,0.2867732897321673,449.2802168494705,0
2048-12-04,25,541,Employed,Bachelor,5,22040,36,Single,1,Rent,196,0.0849255483903147,2,1,0.3228788699677563,0,Other,0,33,12,3288,442,117798,76772,0.7202959445351242,3,41026,0.23654,0.2174648893789803,838.8298156113917,0
2056-08-29,18,574,Employed,High School,0,19831,48,Single,3,Mortgage,699,0.1704446286190625,3,1,0.3024709792601822,1,Debt Consolidation,1,24,25,805,6585,28530,5767,0.9676288780475796,4,22763,0.227831,0.1968090295730514,600.0981255335338,0
2035-11-11,49,619,Employed,Bachelor,26,13839,60,Divorced,1,Other,770,0.3320174609303298,1,0,0.410668327523715,0,Debt Consolidation,1,40,13,12271,651,128083,43249,0.8676160642595597,7,84834,0.209339,0.2102149317500578,374.5587856512771,0
2055-12-10,35,627,Self-Employed,Bachelor,13,7607,60,Divorced,5,Mortgage,856,0.6750336394979346,3,1,0.2340704549428575,0,Debt Consolidation,0,17,6,2234,668,107346,14952,0.7733307594249494,7,92394,0.199107,0.1922567304156694,198.27556652957824,0
2026-02-07,26,607,Employed,Associate,8,44861,36,Married,0,Rent,353,0.3828067150584592,3,0,0.4660247453944386,0,Debt Consolidation,1,22,20,1033,3755,15602,31742,0.5633843754320673,2,8198,0.226361,0.2103473441558107,1690.941351165936,0
2019-02-24,40,456,Employed,High School,18,78598,36,Married,0,Mortgage,447,0.4567445665557759,3,1,0.4597129880451889,0,Home,0,28,15,4418,343,64751,4292,0.8256304124843663,4,60459,0.335598,0.3557464774472288,3581.071272071459,0
2037-03-10,56,558,Employed,Master,32,18638,48,Single,2,Mortgage,838,0.0576391094456423,8,2,0.3866194740412346,0,Debt Consolidation,0,24,8,2692,4025,81049,7164,0.8510159112586697,10,73885,0.2346379999999999,0.2711230427648004,640.1422878493302,0
2052-12-05,30,539,Employed,High School,6,27885,96,Married,0,Mortgage,294,0.1787337713217925,5,1,0.250505429922206,1,Other,0,39,8,3366,882,26007,30723,0.9479059305790948,7,8547,0.293385,0.2642588629230575,700.6329933083867,0
2021-08-21,25,610,Employed,Bachelor,7,42843,48,Married,4,Own,752,0.1148276270915865,5,2,0.2656100666565619,0,Debt Consolidation,0,22,13,1416,455,274548,3265,0.9309141623471068,6,271283,0.232843,0.2381840139632187,1392.462738304925,0
2062-09-13,49,605,Employed,Master,22,13019,96,Married,3,Mortgage,196,0.1380331351186288,2,1,0.1031130907920355,0,Home,0,30,5,3654,516,29027,6859,0.9130464815407184,13,22168,0.245519,0.2708683095367615,332.9286639440156,0
2065-01-26,45,594,Employed,Associate,18,23205,108,Single,0,Mortgage,238,0.2889574678694825,2,0,0.4292413801813871,0,Education,0,32,16,9200,766,122953,16490,0.8649388312950862,6,106463,0.271205,0.314361894842075,647.5586299711701,0
2050-01-15,20,575,Employed,Bachelor,0,43925,60,Married,2,Mortgage,482,0.3071535938469256,5,0,0.5758655923736297,0,Education,0,24,22,3272,12181,15453,9995,0.8610920992636215,6,5458,0.261425,0.2504055473420085,1290.3014399924305,0
2027-01-02,32,608,Employed,High School,9,30893,48,Married,1,Own,273,0.0819877368515561,2,1,0.3595743098088479,0,Home,0,28,16,15385,4231,88036,53892,0.8579416323022132,5,34144,0.221893,0.1925881461357932,927.9288086264332,1
2067-05-03,24,627,Employed,Master,1,24603,60,Married,1,Rent,194,0.4189933786182331,5,0,0.3413364317642544,0,Debt Consolidation,0,19,15,2125,2147,152441,11647,0.8417332384764032,6,140794,0.216103,0.2253943388346235,687.0754006671947,0
2048-03-26,37,644,Employed,Master,12,17430,48,Married,1,Mortgage,129,0.1968297950403177,2,2,0.5058634857118337,0,Debt Consolidation,0,38,28,10484,799,44445,24389,0.8087232341286568,5,20056,0.19043,0.21386538436629,543.3624204291483,1
2024-10-02,30,536,Employed,High School,8,19027,72,Married,3,Mortgage,274,0.3825278653530967,3,3,0.3891306720600518,0,Home,1,39,7,2681,100,75329,16719,0.855387046429707,3,58610,0.266027,0.3070959854255605,581.1436238853275,0
2047-11-29,40,547,Employed,Master,18,18996,72,Single,3,Mortgage,538,0.527780032118979,2,1,0.4380332787721642,0,Auto,1,19,17,6877,1275,31128,32885,0.8409036292600759,2,6772,0.260496,0.2577726469586577,520.7958497300617,1
2061-09-09,50,618,Employed,Master,26,17121,36,Single,0,Rent,919,0.3880156502358082,3,2,0.3675684115517173,0,Home,0,31,8,246,2296,217621,3666,0.8900928409774591,6,213955,0.193121,0.1795054393264679,618.5404817675161,1
2034-07-15,49,616,Employed,Master,26,115815,60,Married,2,Own,556,0.5149824413532812,4,1,0.3229133248446377,0,Other,0,19,16,9763,1946,172062,4030,0.9016715135162632,3,168032,0.312815,0.324436965019138,3922.690589979989,0
2068-08-11,48,636,Employed,Bachelor,27,7219,72,Single,1,Own,467,0.3583932035623905,6,0,0.0529207020643821,0,Education,0,22,16,2949,3839,26190,13275,0.7363617386676432,7,12915,0.204219,0.2378285967935926,189.1029423689085,0
2058-12-04,36,568,Unemployed,Bachelor,16,28049,36,Single,0,Own,342,0.4151768029091889,3,0,0.0750604712579598,0,Debt Consolidation,0,19,8,2875,305,16019,9603,0.7971340076580664,2,6416,0.2290489999999999,0.2480306312316192,1112.303923614538,0
2032-09-29,40,604,Employed,Doctorate,19,15849,24,Divorced,3,Rent,399,0.1861878311230835,7,0,0.4405164987701881,0,Debt Consolidation,0,17,12,1542,1182,441258,91492,0.7310019462281516,4,349766,0.188849,0.19788448872136,805.0105810827864,1
2046-02-15,63,592,Unemployed,Associate,41,21703,60,Married,2,Own,93,0.3764765593135394,1,1,0.3658543011091258,0,Home,0,23,15,431,388,49807,5238,0.9281438866235496,3,44569,0.230703,0.1938661997803035,567.6147907675875,0
2042-04-02,41,629,Employed,Bachelor,20,47334,84,Married,1,Mortgage,367,0.0827670528146104,5,0,0.2067730405686275,0,Auto,0,22,26,1590,694,67845,19197,0.752518765037105,3,48648,0.257834,0.2270796864637289,1129.625899380352,1
2059-08-25,34,603,Employed,Associate,11,12892,48,Single,4,Mortgage,213,0.0718727556091884,1,0,0.4251970430219007,0,Home,0,25,11,1822,1703,156177,32824,0.8250679608991435,4,123353,0.206392,0.1880741692436033,384.16341761534073,1
2035-03-16,52,653,Employed,Bachelor,28,13796,48,Married,0,Mortgage,573,0.0421767650226742,6,0,0.1723685258258873,0,Debt Consolidation,0,26,9,3163,622,135804,7478,0.9733729590933085,7,128326,0.182296,0.2083843945477296,426.0047976409919,0
2050-01-12,22,537,Employed,High School,0,9045,48,Married,0,Mortgage,376,0.0585661084309658,1,1,0.178890579233846,0,Home,0,27,8,1031,800,29315,69250,0.7242763994296961,6,4278,0.235545,0.2428211414153811,296.29605752922924,0
2025-12-02,49,592,Employed,High School,27,20240,24,Married,0,Mortgage,533,0.1142624651730164,2,0,0.2965173120782241,0,Debt Consolidation,0,28,13,1623,506,18860,39959,0.724956341492089,8,10062,0.19924,0.231787151026747,1061.8324047980789,0
2037-05-18,64,653,Employed,Bachelor,42,10957,60,Single,0,Own,117,0.040417735223647,4,0,0.2640591485935748,0,Auto,0,19,20,6192,4232,70398,21438,0.8869100201008201,3,48960,0.189457,0.211370825959858,297.2692098852953,1
2041-05-13,56,587,Employed,Bachelor,32,25732,24,Married,3,Rent,695,0.0390071416978329,7,3,0.3575103910634004,0,Debt Consolidation,0,30,29,7263,617,11219,20385,0.69218502303507,6,7089,0.207232,0.2288350930893413,1346.1821759222837,0
2030-09-08,50,571,Employed,Associate,27,19419,60,Divorced,4,Other,334,0.4546699618838546,4,1,0.1582796315489632,0,Debt Consolidation,0,17,17,2610,347,15020,67889,0.9077412079601505,4,5371,0.238919,0.234521761842679,552.487437024774,0
2051-05-31,45,637,Employed,Doctorate,23,14511,96,Divorced,3,Other,345,0.2136965995754678,2,2,0.0169509914959722,0,Home,0,36,28,63604,1988,65592,11837,0.7371420756348903,6,53755,0.231011,0.2152267701317893,317.97159203684186,1
2051-09-25,47,612,Employed,Doctorate,23,30017,84,Divorced,1,Mortgage,471,0.1660140196060456,3,1,0.3051969030564776,0,Education,0,21,5,2043,590,46774,45700,0.7665802002202566,5,1074,0.249017,0.2431071559257472,746.6010859669578,1
2041-03-14,32,616,Employed,Bachelor,10,30080,48,Married,0,Mortgage,689,0.3244965991915446,2,0,0.0020161334383872,0,Other,0,25,11,73658,4564,78222,66326,0.9351553429812616,2,11896,0.21708,0.2280183048733275,960.845288111498,0
2022-06-27,64,694,Unemployed,Doctorate,40,34902,60,Married,2,Own,213,0.5952584924053861,5,1,0.1429495223295033,0,Education,0,16,23,1041,2466,15585,12935,0.7629431181604207,2,2650,0.192902,0.2199072565757373,963.7712355471972,1
2046-12-30,36,529,Unemployed,Master,15,7865,96,Single,3,Mortgage,340,0.2728860832315857,3,0,0.3666541207390244,0,Home,0,27,13,2743,404,3147,4987,0.650278119323161,6,6973,0.278365,0.3191852085854161,227.50196762518905,0
2048-08-16,27,548,Employed,High School,3,7556,84,Married,3,Mortgage,273,0.2145800310996336,0,2,0.3247622566845252,0,Home,0,30,7,6576,1004,161182,32744,0.550441738892222,3,128438,0.258556,0.2798088276950181,205.8863531473141,0
2023-02-16,36,619,Employed,Master,15,24810,96,Divorced,0,Rent,335,0.2464043775261335,3,3,0.0896440242208107,1,Home,0,29,11,797,693,29633,20975,0.7524609460227026,5,8658,0.25031,0.2718394599975172,636.0891088507786,0
2045-09-29,36,479,Employed,Bachelor,10,17908,36,Married,0,Mortgage,607,0.2905207924207741,3,0,0.2638779232229526,0,Auto,0,17,11,3687,1862,76898,6294,0.5715682990348195,7,70604,0.263408,0.2827179335526645,743.3711764648003,0
2032-06-13,24,595,Employed,Associate,0,32793,48,Divorced,0,Mortgage,363,0.1300991684799466,2,0,0.2280070805908358,0,Auto,0,13,19,2594,649,93806,27309,0.9124985079786188,5,66497,0.230293,0.2402718083825723,1069.604817754442,0
2041-06-30,32,630,Unemployed,Master,13,16029,108,Married,2,Other,552,0.3190440756607868,2,0,0.6229266921334522,0,Education,0,31,26,1607,2231,76264,6224,0.8101318425595859,6,70040,0.246029,0.2595823051600801,384.8910225152072,0
2031-09-05,39,605,Unemployed,Master,18,24983,48,Divorced,0,Rent,480,0.078290679364474,2,0,0.2367442965591346,0,Home,0,22,23,5411,2345,108459,16551,0.7686797558793514,3,91908,0.217483,0.23101012833428,802.1251932680169,0
2054-03-07,33,643,Employed,Master,11,16848,60,Single,1,Own,637,0.3146466025169174,4,1,0.3082077307050831,0,Education,0,25,18,8580,2937,31111,37643,0.7767242540429363,4,1038,0.200348,0.197806385485549,444.315044206794,0
2043-03-08,56,611,Self-Employed,Associate,32,15544,120,Married,0,Mortgage,613,0.127912655648695,4,1,0.2360997912090094,0,Debt Consolidation,0,24,17,11633,1325,34391,64187,0.8112448737247968,3,8058,0.265044,0.2638313076557149,368.8824590308562,0
2032-09-01,29,507,Employed,Bachelor,8,13709,12,Single,2,Rent,163,0.2651604166405146,1,1,0.1750202786330164,0,Debt Consolidation,0,29,16,1909,1313,114789,7158,0.5774862185235264,3,107631,0.225209,0.219993099328674,1283.0807976014846,1
2040-03-19,24,582,Employed,Master,0,22683,24,Single,1,Own,366,0.1522682409432542,1,1,0.3465345113994002,1,Home,0,33,25,5644,137,90234,9593,0.6991683089671544,5,80641,0.206683,0.2091644860009437,1164.650053565422,1
2060-07-13,35,562,Employed,High School,11,8754,36,Single,5,Rent,389,0.115561472799691,1,0,0.2129657556707233,0,Auto,1,20,25,5006,436,22673,18005,0.7991653650822402,10,4668,0.212754,0.1994182739261936,325.07059388217766,0
2043-09-05,35,651,Employed,Master,10,9996,48,Married,2,Mortgage,150,0.3963913411871336,5,0,0.2473680408290153,0,Home,0,26,14,3386,1329,37773,33872,0.9726792808451332,6,3901,0.179496,0.1814451443259883,294.38788381914355,1
2038-07-19,31,567,Employed,High School,9,6602,48,Single,1,Mortgage,941,0.1885494843674112,1,2,0.220424364705569,0,Home,0,22,8,2841,270,150493,56248,0.8587925623494452,4,94245,0.218102,0.2042762770722054,202.40850547105387,0
2040-07-05,51,612,Employed,Associate,29,55041,60,Single,2,Own,600,0.2097939292689774,1,0,0.1107508829059476,0,Auto,0,19,27,5894,684,74086,13364,0.7375171818289947,5,60722,0.254041,0.242577121614837,1591.6616769693028,0
2066-07-21,55,596,Employed,High School,33,18322,60,Married,0,Mortgage,168,0.1086432936022624,5,2,0.175432180152627,0,Auto,0,17,20,840,490,97653,1366,0.865675198594174,6,96287,0.225322,0.2294522369967541,515.929360728773,0
2032-04-18,40,610,Employed,High School,16,16772,48,Single,0,Mortgage,226,0.3108149561494157,1,1,0.2071614008534106,0,Debt Consolidation,0,21,17,6749,783,112204,8921,0.6933607531943808,4,103283,0.206772,0.1917367793355643,503.02319332470944,1
2028-01-11,44,611,Employed,Associate,19,17165,72,Divorced,4,Mortgage,293,0.1933184074405749,1,0,0.099688929828651,0,Debt Consolidation,1,24,21,3484,1421,56992,8161,0.9526548685655464,9,48831,0.226665,0.2227394717729898,434.0855522495775,0
2021-03-21,36,593,Employed,Bachelor,13,15505,12,Married,2,Own,272,0.0699497519422148,3,2,0.262196498194705,0,Other,1,22,18,6258,260,27399,37895,0.6081665122692178,2,5560,0.184005,0.1507285127883259,1399.988194058293,0
2033-03-10,45,607,Employed,Bachelor,22,22900,24,Single,0,Rent,212,0.3996812580357298,2,0,0.1075721620485829,0,Auto,1,22,15,3533,957,37589,3608,0.846054034318885,2,33981,0.1944,0.2111170756552956,1177.9882684883655,0
2030-12-26,40,442,Employed,High School,18,21164,24,Divorced,0,Mortgage,386,0.2055659843859915,3,0,0.12733075956951,0,Home,0,22,24,4379,497,17320,9674,0.8092266509801086,6,7646,0.275164,0.248285784420503,1127.735389584594,0
2065-04-20,47,541,Employed,Associate,26,29449,12,Single,2,Own,480,0.3721112957751841,4,3,0.4186986767176842,0,Debt Consolidation,0,23,20,7163,756,25801,1952,0.6648549085548068,6,23849,0.223949,0.2255153735176678,2764.0838298797385,0
2056-09-19,33,461,Employed,Bachelor,10,11305,24,Married,1,Mortgage,141,0.1803856395162855,1,0,0.3647168613287456,1,Debt Consolidation,0,26,21,2529,5143,21131,39310,0.9060398959648268,3,7342,0.255805,0.2370178674030596,596.0264329494674,0
2065-12-16,40,633,Employed,Bachelor,22,29571,48,Married,0,Rent,322,0.1886453543177681,4,1,0.6087644148152663,0,Debt Consolidation,0,21,15,2420,3402,68785,11480,0.5065125892802651,5,57305,0.208071,0.225173426450517,939.9914210038672,0
2044-08-03,48,609,Self-Employed,Bachelor,29,17138,72,Single,0,Mortgage,725,0.4158324877659053,6,0,0.2758120191181346,0,Home,0,28,10,1115,1275,25443,182538,0.9084765423971332,4,2872,0.227638,0.2141560859668663,424.68685282662966,1
2037-03-28,43,544,Employed,High School,19,21059,72,Widowed,5,Rent,437,0.1705831300500667,6,1,0.3161135381947519,0,Other,0,23,23,1504,3649,182787,39073,0.8991552348940338,6,143714,0.264059,0.2942558157035422,625.764648650822,0
2045-03-16,43,479,Employed,Master,20,18360,60,Single,1,Rent,701,0.1738337266196243,4,0,0.4754842096812958,0,Debt Consolidation,0,13,12,1983,1553,111244,9811,0.6261190964113572,6,101433,0.28386,0.304050875443582,598.584791492436,1
2049-08-11,55,620,Employed,Master,37,25221,24,Married,0,Own,539,0.1709643710984796,3,2,0.245472222261396,0,Debt Consolidation,0,26,6,2405,146,421622,150948,0.821880078665693,4,270674,0.190221,0.1576413571215707,1232.0581396141508,1
2066-03-07,33,533,Employed,Associate,9,36989,48,Married,0,Rent,274,0.4058671844677765,2,2,0.0902960852739786,0,Home,0,24,25,1916,1751,99108,61017,0.7172237569100015,4,38091,0.265489,0.2820262205783564,1293.438188675294,0
2045-10-20,40,543,Employed,High School,17,8462,48,Married,0,Mortgage,201,0.4347407549144834,3,0,0.3063485221873947,0,Debt Consolidation,0,35,5,2362,463,76698,96536,0.5975683781248047,3,7442,0.231962,0.2025841290150168,258.6682196562376,1
2052-06-07,58,691,Employed,Doctorate,34,25735,36,Single,3,Rent,507,0.0545067252703897,3,1,0.3644694464346518,0,Home,1,21,20,4391,1081,130661,4067,0.6607815035951157,3,126594,0.165235,0.1785881800065645,928.5602628739708,1
